2016/06/10 02:13:08:114  -[VCPageViewController applicationDidBecomeActive:] [Line 397] --- call syncReadingStatusData
2016/06/09 19:28:48:545  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百一十章
, count = 909
2016/06/09 19:28:48:546  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十一章 霸道
2016/06/09 19:28:48:546  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 2951837
2016/06/09 19:28:48:546  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百一十章 word count:3214 match number:910
2016/06/09 19:28:48:546  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十一章
2016/06/09 19:28:48:546  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百一十一章
, count = 910
2016/06/09 19:28:48:547  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十二章 九劫雷龙纹
2016/06/09 19:28:48:548  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 2954949
2016/06/09 19:28:48:548  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百一十一章 word count:3112 match number:911
2016/06/09 19:28:48:548  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十二章
2016/06/09 19:28:48:548  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百一十二章
, count = 911
2016/06/09 19:28:48:548  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十三章 回归
2016/06/09 19:28:48:548  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 2958145
2016/06/09 19:28:48:548  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百一十二章 word count:3196 match number:912
2016/06/09 19:28:48:548  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十三章
2016/06/09 19:28:48:549  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百一十三章
, count = 912
2016/06/09 19:28:48:549  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十四章 暴涨的意念
2016/06/09 19:28:48:549  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 2961437
2016/06/09 19:28:48:550  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百一十三章 word count:3292 match number:913
2016/06/09 19:28:48:550  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十四章
2016/06/09 19:28:48:550  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百一十四章
, count = 913
2016/06/09 19:28:48:550  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十五章 烂摊子
2016/06/09 19:28:48:551  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 2964520
2016/06/09 19:28:48:551  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百一十四章 word count:3083 match number:914
2016/06/09 19:28:48:551  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十五章
2016/06/09 19:28:48:552  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百一十五章
, count = 914
2016/06/09 19:28:48:552  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十六章 冥火老人
2016/06/09 19:28:48:552  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 2967767
2016/06/09 19:28:48:552  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百一十五章 word count:3247 match number:915
2016/06/09 19:28:48:552  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十六章
2016/06/09 19:28:48:553  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百一十六章
, count = 915
2016/06/09 19:28:48:553  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十七章 接引
2016/06/09 19:28:48:553  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 2971433
2016/06/09 19:28:48:553  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百一十六章 word count:3666 match number:916
2016/06/09 19:28:48:553  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十七章
2016/06/09 19:28:48:553  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百一十七章
, count = 916
2016/06/09 19:28:48:554  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十八章 破碎空间
2016/06/09 19:28:48:554  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 2974620
2016/06/09 19:28:48:554  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百一十七章 word count:3187 match number:917
2016/06/09 19:28:48:554  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十八章
2016/06/09 19:28:48:554  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百一十八章
, count = 917
2016/06/09 19:28:48:555  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十九章 融化符文
2016/06/09 19:28:48:555  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 2977945
2016/06/09 19:28:48:555  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百一十八章 word count:3325 match number:918
2016/06/09 19:28:48:555  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百一十九章
2016/06/09 19:28:48:556  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百一十九章
, count = 918
2016/06/09 19:28:48:556  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十章 寻宝
2016/06/09 19:28:48:556  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 2981367
2016/06/09 19:28:48:556  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百一十九章 word count:3422 match number:919
2016/06/09 19:28:48:556  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十章
2016/06/09 19:28:48:557  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百二十章
, count = 919
2016/06/09 19:28:48:557  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十一章 奇怪之物
2016/06/09 19:28:48:557  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 2984770
2016/06/09 19:28:48:558  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百二十章 word count:3403 match number:920
2016/06/09 19:28:48:558  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十一章
2016/06/09 19:28:48:559  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百二十一章
, count = 920
2016/06/09 19:28:48:559  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十二章 进入地至尊秘藏
2016/06/09 19:28:48:559  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 2987887
2016/06/09 19:28:48:559  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百二十一章 word count:3117 match number:921
2016/06/09 19:28:48:559  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十二章
2016/06/09 19:28:48:560  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百二十二章
, count = 921
2016/06/09 19:28:48:560  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十三章 上古天宫，十大凶兽
2016/06/09 19:28:48:560  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 2990999
2016/06/09 19:28:48:560  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百二十二章 word count:3112 match number:922
2016/06/09 19:28:48:561  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十三章
2016/06/09 19:28:48:561  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百二十三章
, count = 922
2016/06/09 19:28:48:562  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十四章 修罗王vs吞天魔蛟
2016/06/09 19:28:48:562  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 2994305
2016/06/09 19:28:48:562  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百二十三章 word count:3306 match number:923
2016/06/09 19:28:48:562  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十四章
2016/06/09 19:28:48:563  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百二十四章
, count = 923
2016/06/09 19:28:48:563  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十五章 惨败
2016/06/09 19:28:48:563  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 2997668
2016/06/09 19:28:48:563  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百二十四章 word count:3363 match number:924
2016/06/09 19:28:48:563  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十五章
2016/06/09 19:28:48:564  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百二十五章
, count = 924
2016/06/09 19:28:48:564  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十六章 九幽出手
2016/06/09 19:28:48:564  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3000768
2016/06/09 19:28:48:564  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百二十五章 word count:3100 match number:925
2016/06/09 19:28:48:564  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十六章
2016/06/09 19:28:48:564  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百二十六章
, count = 925
2016/06/09 19:28:48:565  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十七章 最后一场
2016/06/09 19:28:48:565  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3004200
2016/06/09 19:28:48:565  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百二十六章 word count:3432 match number:926
2016/06/09 19:28:48:565  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十七章
2016/06/09 19:28:48:566  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百二十七章
, count = 926
2016/06/09 19:28:48:566  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十八章 十凶兽，天龙虎
2016/06/09 19:28:48:566  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3007693
2016/06/09 19:28:48:566  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百二十七章 word count:3493 match number:927
2016/06/09 19:28:48:566  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十八章
2016/06/09 19:28:48:566  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百二十八章
, count = 927
2016/06/09 19:28:48:567  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百二十九章 燃烧血脉
2016/06/09 19:28:48:567  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3010900
2016/06/09 19:28:48:567  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百二十八章 word count:3207 match number:928
2016/06/09 19:28:48:568  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十章 破阵
2016/06/09 19:28:48:568  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3014394
2016/06/09 19:28:48:568  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百二十九章 燃烧血脉 word count:3494 match number:929
2016/06/09 19:28:48:568  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十章
2016/06/09 19:28:48:569  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百三十章
, count = 929
2016/06/09 19:28:48:569  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十一章 秘藏中心
2016/06/09 19:28:48:569  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3017537
2016/06/09 19:28:48:569  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百三十章 word count:3143 match number:930
2016/06/09 19:28:48:570  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十一章
2016/06/09 19:28:48:570  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百三十一章
, count = 930
2016/06/09 19:28:48:570  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十二章 七大地至尊
2016/06/09 19:28:48:570  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3020683
2016/06/09 19:28:48:570  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百三十一章 word count:3146 match number:931
2016/06/09 19:28:48:571  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十二章
2016/06/09 19:28:48:571  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百三十二章
, count = 931
2016/06/09 19:28:48:571  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十三章 第四殿主
2016/06/09 19:28:48:571  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3024095
2016/06/09 19:28:48:571  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百三十二章 word count:3412 match number:932
2016/06/09 19:28:48:572  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十三章
2016/06/09 19:28:48:572  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百三十三章
, count = 932
2016/06/09 19:28:48:572  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十四章 强大的灵傀
2016/06/09 19:28:48:572  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3027498
2016/06/09 19:28:48:572  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百三十三章 word count:3403 match number:933
2016/06/09 19:28:48:573  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十四章
2016/06/09 19:28:48:573  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百三十四章
, count = 933
2016/06/09 19:28:48:573  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十五章 混战
2016/06/09 19:28:48:574  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3031143
2016/06/09 19:28:48:574  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百三十四章 word count:3645 match number:934
2016/06/09 19:28:48:574  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十五章
2016/06/09 19:28:48:574  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百三十五章
, count = 934
2016/06/09 19:28:48:575  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十六章 三强对碰
2016/06/09 19:28:48:575  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3034224
2016/06/09 19:28:48:575  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百三十五章 word count:3081 match number:935
2016/06/09 19:28:48:576  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十六章
2016/06/09 19:28:48:576  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百三十六章
, count = 935
2016/06/09 19:28:48:576  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十七章 后手
2016/06/09 19:28:48:576  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3037977
2016/06/09 19:28:48:576  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百三十六章 word count:3753 match number:936
2016/06/09 19:28:48:576  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十七章
2016/06/09 19:28:48:577  __23-[VCBook splitChapters]_block_invoke [Line 197] --- might have a problem splitting chapters.
 problematic chapter title = 第九百三十七章
 previous title = 第九百三十六章
2016/06/09 19:28:48:577  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十八章 三座至尊法身
2016/06/09 19:28:48:577  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3041349
2016/06/09 19:28:48:578  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百三十七章 后手 word count:3372 match number:937
2016/06/09 19:28:48:579  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十八章
2016/06/09 19:28:48:579  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百三十八章
, count = 937
2016/06/09 19:28:48:579  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十九章 五阳枪
2016/06/09 19:28:48:579  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3044625
2016/06/09 19:28:48:579  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百三十八章 word count:3276 match number:938
2016/06/09 19:28:48:580  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百三十九章
2016/06/09 19:28:48:580  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百三十九章
, count = 938
2016/06/09 19:28:48:580  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十章 震慑群雄
2016/06/09 19:28:48:581  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3047820
2016/06/09 19:28:48:581  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百三十九章 word count:3195 match number:939
2016/06/09 19:28:48:581  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十章
2016/06/09 19:28:48:581  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百四十章
, count = 939
2016/06/09 19:28:48:582  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十一章 南阁主
2016/06/09 19:28:48:582  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3051134
2016/06/09 19:28:48:582  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百四十章 word count:3314 match number:940
2016/06/09 19:28:48:582  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十一章
2016/06/09 19:28:48:583  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百四十一章
, count = 940
2016/06/09 19:28:48:583  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十二章 战意神盘
2016/06/09 19:28:48:583  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3054244
2016/06/09 19:28:48:583  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百四十一章 word count:3110 match number:941
2016/06/09 19:28:48:583  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十二章
2016/06/09 19:28:48:583  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百四十二章
, count = 941
2016/06/09 19:28:48:584  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十三章 陶罐
2016/06/09 19:28:48:584  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3057515
2016/06/09 19:28:48:584  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百四十二章 word count:3271 match number:942
2016/06/09 19:28:48:584  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十三章
2016/06/09 19:28:48:585  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百四十三章
, count = 942
2016/06/09 19:28:48:585  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十四章 鲁莽的神阁之主
2016/06/09 19:28:48:585  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3061106
2016/06/09 19:28:48:585  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百四十三章 word count:3591 match number:943
2016/06/09 19:28:48:585  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十四章
2016/06/09 19:28:48:586  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百四十四章
, count = 943
2016/06/09 19:28:48:586  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十五章 灵神液成形！
2016/06/09 19:28:48:586  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3064193
2016/06/09 19:28:48:586  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百四十四章 word count:3087 match number:944
2016/06/09 19:28:48:586  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十五章
2016/06/09 19:28:48:587  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百四十五章
, count = 944
2016/06/09 19:28:48:587  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十六章 完美级灵神液
2016/06/09 19:28:48:587  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3067521
2016/06/09 19:28:48:588  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百四十五章 word count:3328 match number:945
2016/06/09 19:28:48:588  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十六章
2016/06/09 19:28:48:588  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百四十六章
, count = 945
2016/06/09 19:28:48:588  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十七章 隐忧
2016/06/09 19:28:48:588  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3070783
2016/06/09 19:28:48:588  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百四十六章 word count:3262 match number:946
2016/06/09 19:28:48:589  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十七章
2016/06/09 19:28:48:589  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百四十七章
, count = 946
2016/06/09 19:28:48:589  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十八章 半步上位地至尊
2016/06/09 19:28:48:590  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3073898
2016/06/09 19:28:48:590  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百四十七章 word count:3115 match number:947
2016/06/09 19:28:48:590  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十八章
2016/06/09 19:28:48:590  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百四十八章
, count = 947
2016/06/09 19:28:48:590  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十九章 神阁之主的后招
2016/06/09 19:28:48:591  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3077267
2016/06/09 19:28:48:591  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百四十八章 word count:3369 match number:948
2016/06/09 19:28:48:591  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百四十九章
2016/06/09 19:28:48:591  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百四十九章
, count = 948
2016/06/09 19:28:48:592  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十章 危局
2016/06/09 19:28:48:592  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3080490
2016/06/09 19:28:48:592  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百四十九章 word count:3223 match number:949
2016/06/09 19:28:48:592  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十章
2016/06/09 19:28:48:592  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百五十章
, count = 949
2016/06/09 19:28:48:593  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十一章 第四殿主现
2016/06/09 19:28:48:593  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3083796
2016/06/09 19:28:48:593  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百五十章 word count:3306 match number:950
2016/06/09 19:28:48:594  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十二章 星辰镇魔塔
2016/06/09 19:28:48:594  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3086986
2016/06/09 19:28:48:594  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百五十一章 第四殿主现 word count:3190 match number:951
2016/06/09 19:28:48:594  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十二章
2016/06/09 19:28:48:594  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百五十二章
, count = 951
2016/06/09 19:28:48:595  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十三章 陨落
2016/06/09 19:28:48:595  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3090616
2016/06/09 19:28:48:595  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百五十二章 word count:3630 match number:952
2016/06/09 19:28:48:596  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十三章
2016/06/09 19:28:48:596  __23-[VCBook splitChapters]_block_invoke [Line 197] --- might have a problem splitting chapters.
 problematic chapter title = 第九百五十三章
 previous title = 第九百五十二章
2016/06/09 19:28:48:596  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十四章 不朽金身
2016/06/09 19:28:48:596  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3093971
2016/06/09 19:28:48:596  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百五十三章 陨落 word count:3355 match number:953
2016/06/09 19:28:48:596  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十四章
2016/06/09 19:28:48:597  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百五十四章
, count = 953
2016/06/09 19:28:48:597  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十五章 投资
2016/06/09 19:28:48:597  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3097430
2016/06/09 19:28:48:597  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百五十四章 word count:3459 match number:954
2016/06/09 19:28:48:597  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百五十五章
2016/06/09 19:28:48:598  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百五十五章
, count = 954
